"Gene_ID"	"SRR8368679"	"SRR8368680"	"SRR8368681"	"SRR8368682"	"SRR8368683"	"SRR8368684"
"Rv3719"	419	476	508	506	487	298
"Rv3720"	390	539	619	505	539	341
"Rv3721c"	371	397	426	384	392	276
"Rv3722c"	489	631	677	566	611	402
"Rv3723"	624	629	675	647	542	319
"Rv3725"	724	695	802	734	642	360
"Rv3726"	831	775	849	737	746	379
"Rv3727"	494	474	463	513	355	277
"Rv3728"	74	88	84	66	90	245
"Rv3729"	297	277	293	228	227	227
"Rv3730c"	108	109	130	115	125	127
"Rv3731"	62	63	69	65	51	109
"Rv3732"	249	240	258	250	231	171
"Rv3733c"	315	330	374	287	329	99
"Rv3734c"	1463	1433	1577	1352	1550	591
"Rv3735"	188	236	246	242	279	163
"Rv3736"	261	207	243	213	195	138
"Rv3737"	214	291	251	203	227	220
"Rv3738c"	170	236	238	192	189	93
"Rv3739c"	19	18	20	19	23	17
"Rv3740c"	241	189	225	215	197	142
"Rv3741c"	39	36	37	25	36	56
"Rv3742c"	105	118	115	113	97	44
"Rv3743c"	54	59	52	38	34	149
"Rv3744"	54	61	57	42	39	37
"Rv3745c"	2	11	5	9	5	20
"Rv3746c"	14	12	18	10	19	25
"Rv3747"	281	283	319	267	199	170
"Rv3748"	130	140	157	122	125	83
"Rv3749c"	134	165	169	161	156	98
"Rv3750c"	395	315	354	436	306	154
"Rv3752c"	99	72	69	71	80	31
"Rv3753c"	443	436	487	417	402	234
"Rv3754"	143	134	144	138	117	105
"Rv3755c"	217	242	279	213	175	163
"Rv3756c"	87	85	94	110	119	68
"Rv3757c"	80	84	91	74	88	56
"Rv3758c"	166	204	230	206	208	190
"Rv3759c"	208	319	320	239	292	214
"Rv3760"	24	28	32	26	25	27
"Rv3761c"	154	181	161	127	134	144
"Rv3762c"	358	488	535	365	471	355
"Rv3763"	2743	3897	3698	2682	2278	1406
"Rv3764c"	1444	1561	1672	1455	1567	840
"Rv3765c"	149	181	178	170	163	114
"Rv3766"	118	178	171	143	164	120
"Rv3767c"	381	293	356	434	322	160
"Rv3768"	46	42	45	43	39	52
"Rv3769"	144	219	202	154	201	135
"Rv3770c"	35	41	39	32	39	64
"Rv3771c"	60	55	59	79	59	41
"Rv3772"	105	110	123	90	106	109
"Rv3773c"	97	103	122	106	83	84
"Rv3774"	299	355	361	249	280	261
"Rv3775"	172	241	225	193	201	207
"Rv3776"	101	123	141	139	128	119
"Rv3777"	275	309	329	316	302	194
"Rv3778c"	1378	1568	1653	1501	1674	647
"Rv3779"	252	305	332	257	246	229
"Rv3780"	264	252	283	243	229	168
"Rv3781"	226	230	275	212	261	170
"Rv3782"	471	420	510	482	447	224
"Rv3783"	283	348	370	324	370	202
"Rv3784"	206	202	222	190	149	115
"Rv3785"	232	230	245	239	208	112
"Rv3786c"	119	136	151	117	154	151
"Rv3787c"	44	48	48	35	46	94
"Rv3788"	163	168	147	125	130	80
"Rv3789"	82	69	89	75	60	45
"Rv3790"	216	280	228	214	192	168
"Rv3791"	233	227	240	212	237	134
"Rv3792"	180	194	189	164	208	250
"Rv3793"	594	701	682	519	623	508
"Rv3794"	832	931	934	693	840	686
"Rv3795"	645	834	823	582	734	673
"Rv3796"	122	128	127	103	81	104
"Rv3797"	152	169	139	126	136	165
"Rv3798"	26	33	45	36	30	4
"Rv3799c"	3129	4133	4088	2659	3454	1316
"Rv3800c"	7596	10594	11159	7653	9809	3765
"Rv3801c"	3373	4117	4321	3300	3861	1414
"Rv3802c"	576	744	740	621	701	333
"Rv3803c"	1466	1767	2027	1367	1573	680
"Rv3804c"	6063	6175	6804	5263	5312	2015
"Rv3805c"	691	783	800	679	687	394
"Rv3806c"	371	418	440	326	468	233
"Rv3807c"	131	144	172	112	148	92
"Rv3808c"	747	928	932	674	797	404
"Rv3809c"	417	416	490	435	355	166
"Rv3810"	913	1003	1212	1131	1187	476
"Rv3811"	613	701	735	666	602	467
"Rv3812"	189	181	177	169	166	174
"Rv3813c"	122	189	196	152	210	161
"Rv3814c"	190	253	276	200	215	173
"Rv3815c"	168	177	206	182	197	117
"Rv3816c"	315	339	367	294	292	137
"Rv3817"	41	51	53	44	52	61
"Rv3818"	307	372	408	318	308	228
"Rv3819"	51	56	60	42	40	36
"Rv3820c"	281	302	304	288	300	169
"Rv3821"	299	275	289	353	331	160
"Rv3822"	1485	1551	1695	1526	1279	396
"Rv3823c"	2643	3176	3412	2715	3129	1059
"Rv3824c"	1580	1946	2023	1672	1631	707
"Rv3825c"	10546	14671	16086	10511	13839	4672
"Rv3826"	332	411	454	367	382	258
"Rv3827c"	174	240	243	185	231	188
"Rv3828c"	89	91	101	100	86	48
"Rv3829c"	77	94	106	74	98	105
"Rv3830c"	24	27	29	30	29	47
"Rv3831"	71	59	56	64	54	40
"Rv3832c"	65	63	54	39	46	61
"Rv3833"	31	54	55	30	36	71
"Rv3834c"	76	97	83	74	72	139
"Rv3835"	127	124	124	146	106	121
"Rv3836"	57	52	65	52	45	53
"Rv3837c"	251	348	344	240	272	175
"Rv3838c"	122	150	153	110	131	122
"Rv3839"	24	31	43	29	32	48
"Rv3840"	34	28	26	29	27	30
"Rv3841"	1276	1630	1736	1496	1735	1558
"Rv3842c"	775	829	820	757	837	312
"Rv3843c"	625	628	751	650	750	396
"Rv3844"	0	0	0	0	0	0
"Rv3845"	33	37	38	40	47	21
"Rv3846"	864	714	799	842	691	354
"Rv3847"	477	496	543	493	494	156
"Rv3848"	389	185	236	407	211	105
"Rv3849"	1396	1142	1318	1223	1008	279
"Rv3850"	427	372	474	357	401	173
"Rv3851"	73	73	78	64	73	27
"Rv3852"	530	371	451	486	395	353
"Rv3853"	298	306	311	332	345	212
"Rv3854c"	312	372	389	364	388	336
"Rv3855"	101	108	128	93	108	98
"Rv3856c"	251	345	350	273	331	194
"Rv3857c"	72	82	90	105	55	24
"Rv3858c"	815	1139	1162	741	986	602
"Rv3859c"	2946	3629	3898	2628	3435	2097
"Rv3860"	91	119	104	86	101	111
"Rv3861"	3	1	1	3	4	7
"Rv3862c"	4	5	3	26	17	28
"Rv3863"	203	200	188	269	293	233
"Rv3864"	541	668	666	777	729	489
"Rv3865"	265	364	336	358	320	233
"Rv3866"	510	585	537	498	546	290
"Rv3867"	388	406	425	485	445	259
"Rv3868"	1271	1341	1339	1325	1413	808
"Rv3869"	333	359	392	367	465	410
"Rv3870"	1053	1394	1473	1146	1353	856
"Rv3871"	805	1021	1096	1000	1236	678
"Rv3872"	0	0	0	514	582	288
"Rv3873"	0	1	0	904	1216	614
"Rv3874"	0	1	0	6600	5391	3477
"Rv3875"	1	0	0	5666	4941	3066
"Rv3876"	1	2	1	634	656	375
"Rv3877"	2	1	2	614	642	326
"Rv3878"	0	2	0	554	498	185
"Rv3879c"	54	70	87	807	993	580
"Rv3880c"	322	360	410	469	521	288
"Rv3881c"	1206	1434	1508	1529	1791	797
"Rv3882c"	359	442	435	415	405	381
"Rv3883c"	328	387	440	407	433	253
"Rv3884c"	416	437	453	389	392	380
"Rv3885c"	259	338	362	274	347	250
"Rv3886c"	242	266	264	204	217	176
"Rv3887c"	340	389	412	323	383	234
"Rv3888c"	248	332	379	231	289	212
"Rv3889c"	283	298	296	252	255	133
"Rv3890c"	260	381	358	252	302	156
"Rv3891c"	316	468	432	281	332	199
"Rv3892c"	110	111	130	79	90	96
"Rv3893c"	123	147	181	117	120	80
"Rv3894c"	838	1022	1065	731	849	735
"Rv3895c"	152	233	203	161	167	135
"Rv3896c"	250	268	292	227	232	142
"Rv3897c"	163	184	203	172	208	120
"Rv3898c"	107	137	161	121	119	100
"Rv3899c"	118	127	106	113	97	136
"Rv3900c"	149	186	183	123	141	153
"Rv3901c"	87	75	88	71	68	63
"Rv3902c"	59	56	63	55	44	30
"Rv3903c"	88	98	90	100	85	158
"Rv3904c"	7	10	6	11	9	8
"Rv3905c"	6	14	28	20	21	15
"Rv3906c"	103	90	108	95	83	57
"Rv3907c"	189	219	221	210	207	207
"Rv3908"	301	335	345	253	307	168
"Rv3909"	305	412	398	306	347	395
"Rv3910"	1047	1179	1222	1033	1090	703
"Rv3911"	58	72	63	59	44	55
"Rv3912"	33	22	29	36	29	76
"Rv3913"	272	291	290	233	279	157
"Rv3914"	208	149	182	201	163	105
"Rv3915"	875	913	1097	925	911	420
"Rv3916c"	279	259	299	260	294	171
"Rv3917c"	432	495	600	472	480	261
"Rv3918c"	217	224	237	184	176	145
"Rv3919c"	237	237	275	193	203	97
"Rv3920c"	556	627	604	517	506	351
"Rv3921c"	827	942	970	757	868	488
"Rv3922c"	218	220	253	169	200	106
"Rv3923c"	155	213	177	161	162	68
"Rv3924c"	255	218	240	280	195	80
"RVnc0001"	0	0	0	0	0	0
"RVnc0002"	0	0	0	0	0	0
"RVnc0003"	0	0	0	0	0	0
"RVnc0004"	65	75	64	72	58	56
"RVnc0005"	9	17	24	7	15	10
"RVnc0006"	23	25	37	67	78	17449
"RVnc0008"	76	61	72	75	130	45
"RVnc0010"	106	127	143	164	101	45
"RVnc0012"	0	0	0	0	0	0
"RVnc0013"	55	61	100	93	165	893
"RVnc0015"	53	38	49	34	32	24
"RVnc0018"	0	0	0	0	0	0
"RVnc0021"	611	379	457	601	397	390
"RVnc0024"	8	10	4	6	9	10
"RVnc0034"	5	1	5	8	4	47
"RVnc0035"	0	0	0	0	0	0
"RVnc0036"	0	0	0	1	1	39
"RVnc0036a"	488252	557056	655736	400707	448109	124214
"RVnc0040"	142	160	98	165	108	24
"RVnc0046"	327877	289732	361491	350727	327006	158444
"RVnc0047"	0	0	0	0	0	0
"Rvnr01"	586803	662220	571172	592256	420957	246530
"Rvnr02"	4861062	5330920	4914018	4734729	3404119	2073761
"Rvnr03"	20842	20094	29356	22166	17165	220210
"Rvns01"	115213	202171	219835	132979	165882	110659
"Rvnt01"	69	46	34	55	28	136
"Rvnt02"	171	152	155	164	139	64
"Rvnt03"	103	105	80	98	67	242
"Rvnt04"	8	18	20	25	15	804
"Rvnt05"	3	10	4	6	5	30
"Rvnt06"	74	92	113	88	84	1253
"Rvnt07"	41	52	43	42	16	118
"Rvnt08"	603	685	706	609	639	335
"Rvnt09"	9	4	9	10	13	38
"Rvnt10"	2	2	0	3	1	29
"Rvnt11"	198	203	203	194	130	764
"Rvnt12"	6	3	4	5	0	464
"Rvnt13"	32	31	34	36	26	19
"Rvnt14"	26	7	9	19	20	49
"Rvnt15"	37	20	23	41	31	83
"Rvnt16"	0	2	1	1	2	33
"Rvnt17"	55	35	43	46	38	40
"Rvnt18"	13	12	8	20	5	40
"Rvnt19"	5	7	6	11	6	57
"Rvnt20"	1	1	0	8	0	25
"Rvnt21"	15	8	13	14	10	87
"Rvnt22"	12	7	11	15	5	63
"Rvnt23"	0	0	0	1	0	59
"Rvnt24"	57	33	50	56	54	39
"Rvnt25"	33	13	8	27	14	124
"Rvnt26"	80	66	70	68	57	28
"Rvnt27"	6	9	7	5	7	84
"Rvnt28"	5	11	8	11	14	14
"Rvnt29"	13	10	10	7	5	30
"Rvnt30"	156	148	166	214	136	601
"Rvnt31"	95	71	65	97	83	330
"Rvnt32"	140	87	114	136	97	281
"Rvnt33"	6	16	15	8	6	3
"Rvnt34"	8	7	2	5	4	1112
"Rvnt35"	17	21	16	14	10	630
"Rvnt36"	22	13	13	21	7	20
"Rvnt37"	0	0	0	0	0	19
"Rvnt38"	2	7	6	7	3	772
"Rvnt39"	2	0	4	2	1	445
"Rvnt40"	43	43	47	52	38	16
"Rvnt41"	88	92	76	89	53	33
"Rvnt42"	15	7	14	20	10	199
"Rvnt43"	27	28	33	23	9	26
"Rvnt44"	72	30	31	67	33	56
"Rvnt45"	0	0	0	0	0	0
